SYSCALL(args) 		 = return
read_nocancel(0x4, "turn false unless other.is_a?(Nokogiri::XML::NodeSet)\n        return false unless length == other.length\n        each_with_index do |node, i|\n          return false unless node == other[i]\n        end\n        true\n      end\n\n      ###\n      # Returns a new", 0x1000)		 = 889 0
read_nocancel(0x4, "ap { |c| c.inspect }.join ', '}]\"\n      end\n\n      alias :+ :|\n    end\n  end\nend\nless Hash === key || key && (value || blk)\n          return first.attribute(key)\n        end\n\n        hash = key.is_a?(Hash) ? key : { key => value }\n\n        hash.each { |k,v", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/syntax_error.rb\0", 0x7FFF5FBFB310, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/syntax_error.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB330, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/syntax_error.rb\0", 0x7FFF5FBFB330, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/syntax_error.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB350, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/syntax_error.rb\0", 0x0, 0x1002FA180)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB180, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/syntax_error.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/syntax_error.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA590, 0x7FFF5FBFA65C)		 = 0 0
read_nocancel(0x4, "module Nokogiri\n  module XML\n    ###\n    # This class provides information about XML SyntaxErrors.  These\n    # exceptions are typically stored on Nokogiri::XML::Document#errors.\n    class SyntaxError < ::Nokogiri::SyntaxError\n      attr_reader :domain\n   ", 0x1000)		 = 932 0
read_nocancel(0x4, "rror is fatal\n      def fatal?\n        level == 3\n      end\n\n      def to_s\n        super.chomp\n      end\n    end\n  end\nend\n\0", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/xpath.rb\0", 0x7FFF5FBFB2F0, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/xpath.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB310, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/xpath.rb\0", 0x7FFF5FBFB310, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/xpath.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB330, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/xpath.rb\0", 0x0, 0x10028D080)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB160, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/xpath.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/xpath.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA570, 0x7FFF5FBFA63C)		 = 0 0
read_nocancel(0x4, "require 'nokogiri/xml/xpath/syntax_error'\n\nmodule Nokogiri\n  module XML\n    class XPath\n      # The Nokogiri::XML::Document tied to this XPath instance\n      attr_accessor :document\n    end\n  end\nend\n\0", 0x1000)		 = 200 0
read_nocancel(0x4, "\0", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/xpath/syntax_error.rb\0", 0x7FFF5FBF9F60, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/xpath/syntax_error.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBF9F80, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/xpath/syntax_error.rb\0", 0x7FFF5FBF9F80, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/xpath/syntax_error.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBF9FA0, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/xpath/syntax_error.rb\0", 0x0, 0x1002E08E0)		 = 4 0
fstat64(0x4, 0x7FFF5FBF9DD0, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/xpath/syntax_error.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/xpath/syntax_error.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBF91E0, 0x7FFF5FBF92AC)		 = 0 0
read_nocancel(0x4, "module Nokogiri\n  module XML\n    class XPath\n      class SyntaxError < XML::SyntaxError\n        def to_s\n          [super.chomp, str1].compact.join(': ')\n        end\n      end\n    end\n  end\nend\n\0", 0x1000)		 = 194 0
read_nocancel(0x4, "\0", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/xpath_context.rb\0", 0x7FFF5FBFB2D0, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/xpath_context.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB2F0, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/xpath_context.rb\0", 0x7FFF5FBFB2F0, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/xpath_context.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB310, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/xpath_context.rb\0", 0x0, 0x100600640)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB140, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/xpath_context.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/xpath_context.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA550, 0x7FFF5FBFA61C)		 = 0 0
read_nocancel(0x4, "module Nokogiri\n  module XML\n    class XPathContext\n\n      ###\n      # Register namespaces in +namespaces+\n      def register_namespaces(namespaces)\n        namespaces.each do |k, v|\n          k = k.gsub(/.*:/,'') # strip off 'xmlns:' or 'xml:'\n          r", 0x1000)		 = 314 0
read_nocancel(0x4, "\0", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/builder.rb\0", 0x7FFF5FBFB2B0, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/builder.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB2D0, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/builder.rb\0", 0x7FFF5FBFB2D0, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/builder.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB2F0, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/builder.rb\0", 0x0, 0x100612420)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB120, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/builder.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/builder.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA530, 0x7FFF5FBFA5FC)		 = 0 0
read_nocancel(0x4, "module Nokogiri\n  module XML\n    ###\n    # Nokogiri builder can be used for building XML and HTML documents.\n    #\n    # == Synopsis:\n    #\n    #   builder = Nokogiri::XML::Builder.new do |xml|\n    #     xml.root {\n    #       xml.products {\n    #         ", 0x1000)		 = 4096 0
read_nocancel(0x4, ">\n    #     </objects>\n    #   </root>\n    #\n    # All other options are still supported with this syntax, including\n    # blocks and extra tag attributes.\n    #\n    # == Namespaces\n    #\n    # Namespaces are added similarly to attributes.  Nokogiri::XML::", 0x1000)		 = 4096 0
read_nocancel(0x4, "ext = eval('self', block.binding)\n          instance_eval(&block)\n        else\n          yield self\n        end\n\n        @parent = @doc\n      end\n\n      ###\n      # Create a Text Node with content of +string+\n      def text string\n        insert @doc.creat", 0x1000)		 = 3341 0
read_nocancel(0x4, "{ |x| x.prefix == ns.to_s }\n          return self if @ns\n        end\n\n        raise ArgumentError, \"Namespace #{ns} has not been defined\"\n      end\n\n      ###\n      # Convert this Builder object to XML\n      def to_xml(*args)\n        @doc.to_xml(*args)\n   ", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/reader.rb\0", 0x7FFF5FBFB290, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/reader.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB2B0, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/reader.rb\0", 0x7FFF5FBFB2B0, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/reader.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB2D0, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/reader.rb\0", 0x0, 0x10028A560)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB100, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/reader.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/reader.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA510, 0x7FFF5FBFA5DC)		 = 0 0
read_nocancel(0x4, "module Nokogiri\n  module XML\n    ###\n    # Nokogiri::XML::Reader parses an XML document similar to the way a cursor\n    # would move.  The Reader is given an XML document, and yields nodes\n    # to an each block.\n    #\n    # Here is an example of usage:\n  ", 0x1000)		 = 3090 0
read_nocancel(0x4, " capture any information you\n    # need during the first iteration.\n    #\n    # The Reader parser is good for when you need the speed of a SAX parser,\n    # but do not want to write a Document handler.\n    class Reader\n      include Enumerable\n\n      TYPE_", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/notation.rb\0", 0x7FFF5FBFB270, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/notation.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB290, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/notation.rb\0", 0x7FFF5FBFB290, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/notation.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB2B0, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/notation.rb\0", 0x0, 0x100299E60)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB0E0, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/notation.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/notation.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA4F0, 0x7FFF5FBFA5BC)		 = 0 0
read_nocancel(0x4, "module Nokogiri\n  module XML\n    class Notation < Struct.new(:name, :public_id, :system_id)\n    end\n  end\nend\n\0", 0x1000)		 = 110 0
read_nocancel(0x4, "\0", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/entity_decl.rb\0", 0x7FFF5FBFB250, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/entity_decl.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB270, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/entity_decl.rb\0", 0x7FFF5FBFB270, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/entity_decl.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB290, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/entity_decl.rb\0", 0x0, 0x10029BB70)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB0C0, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/entity_decl.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/entity_decl.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA4D0, 0x7FFF5FBFA59C)		 = 0 0
read_nocancel(0x4, "module Nokogiri\n  module XML\n    class EntityDecl < Nokogiri::XML::Node\n      undef_method :attribute_nodes\n      undef_method :attributes\n      undef_method :namespace\n      undef_method :namespace_definitions\n      undef_method :line\n\n      def self.new ", 0x1000)		 = 447 0
read_nocancel(0x4, "\0", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/schema.rb\0", 0x7FFF5FBFB230, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/schema.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB250, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/schema.rb\0", 0x7FFF5FBFB250, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/schema.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB270, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/schema.rb\0", 0x0, 0x10029D4E0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB0A0, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/schema.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/schema.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA4B0, 0x7FFF5FBFA57C)		 = 0 0
read_nocancel(0x4, "module Nokogiri\n  module XML\n    class << self\n      ###\n      # Create a new Nokogiri::XML::Schema object using a +string_or_io+\n      # object.\n      def Schema string_or_io\n        Schema.new(string_or_io)\n      end\n    end\n\n    ###\n    # Nokogiri::XML:", 0x1000)		 = 1604 0
read_nocancel(0x4, "rsing the schema file\n      attr_accessor :errors\n\n      ###\n      # Create a new Nokogiri::XML::Schema object using a +string_or_io+\n      # object.\n      def self.new string_or_io\n        from_document Nokogiri::XML(string_or_io)\n      end\n\n      ###\n   ", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/relax_ng.rb\0", 0x7FFF5FBFB210, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/relax_ng.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB230, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/relax_ng.rb\0", 0x7FFF5FBFB230, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/relax_ng.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB250, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/relax_ng.rb\0", 0x0, 0x1002A1B70)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB080, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/relax_ng.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xml/relax_ng.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA490, 0x7FFF5FBFA55C)		 = 0 0
read_nocancel(0x4, "module Nokogiri\n  module XML\n    class << self\n      ###\n      # Create a new Nokogiri::XML::RelaxNG document from +string_or_io+.\n      # See Nokogiri::XML::RelaxNG for an example.\n      def RelaxNG string_or_io\n        RelaxNG.new(string_or_io)\n      end", 0x1000)		 = 878 0
read_nocancel(0x4, " objects.\n    class RelaxNG < Nokogiri::XML::Schema\n    end\n  end\nend\n\0", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xslt.rb\0", 0x7FFF5FBFC8A0, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xslt.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFC8C0, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xslt.rb\0", 0x7FFF5FBFC8C0, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xslt.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFC8E0, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xslt.rb\0", 0x0, 0x1002A3770)		 = 4 0
fstat64(0x4, 0x7FFF5FBFC710, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xslt.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xslt.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBFBB20, 0x7FFF5FBFBBEC)		 = 0 0
read_nocancel(0x4, "require 'nokogiri/xslt/stylesheet'\n\nmodule Nokogiri\n  class << self\n    ###\n    # Create a Nokogiri::XSLT::Stylesheet with +stylesheet+.\n    #\n    # Example:\n    #\n    #   xslt = Nokogiri::XSLT(File.read(ARGV[0]))\n    #\n    def XSLT stylesheet, modules = {", 0x1000)		 = 1234 0
read_nocancel(0x4, "ay = (params.instance_of?(Hash) ? params.to_a.flatten : params).dup\n        parray.each_with_index do |v,i|\n          if i % 2 > 0\n            parray[i]=\n              if v =~ /'/\n                \"concat('#{ v.gsub(/'/, %q{', \"'\", '}) }')\"\n              el", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xslt/stylesheet.rb\0", 0x7FFF5FBFB510, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xslt/stylesheet.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB530, 0x0)		 = 0 0
close(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xslt/stylesheet.rb\0", 0x7FFF5FBFB530, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xslt/stylesheet.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB550, 0x0)		 = 0 0
close(0x4)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xslt/stylesheet.rb\0", 0x0, 0x1002ABA20)		 = 4 0
fstat64(0x4, 0x7FFF5FBFB380, 0x0)		 = 0 0
close(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xslt/stylesheet.rb\0", 0x0, 0x1B6)		 = 4 0
close_nocancel(0x4)		 = 0 0
open_nocancel("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/xslt/stylesheet.rb\0", 0x0, 0x1B6)		 = 4 0
fstat64(0x4, 0x7FFF5FBFA790, 0x7FFF5FBFA85C)		 = 0 0
read_nocancel(0x4, "module Nokogiri\n  module XSLT\n    ###\n    # A Stylesheet represents an XSLT Stylesheet object.  Stylesheet creation\n    # is done through Nokogiri.XSLT.  Here is an example of transforming\n    # an XML::Document with a Stylesheet:\n    #\n    #   doc   = Nok", 0x1000)		 = 798 0
read_nocancel(0x4, "\0", 0x1000)		 = 0 0
close_nocancel(0x4)		 = 0 0
stat64("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/html.rb\0", 0x7FFF5FBFC880, 0x0)		 = 0 0
open("/Users/aaron/.rvm/gems/ruby-1.8.7-p334/gems/nokogiri-1.4.4/lib/nokogiri/html.rb\0", 0x0, 0x1000E14A0)		 = 4 0
fstat64(0x4, 0x7FFF5FBFC8A0, 0x0)		 = 0 0
close(0x4)		 = 0 0
